,PID,Longitude,Latitude,Neighborhood
608,528458110,-93.647105,42.050084,Somerst
609,528458120,-93.647584,42.050206,Somerst
610,528458140,-93.648275,42.050406,Somerst
611,528458180,-93.648778,42.051795,Somerst
612,528462040,-93.648255,42.050307,Somerst
613,528477020,-93.643974,42.052269,Somerst
614,528477040,-93.643836,42.052278,Somerst
615,528477050,-93.643001,42.052337,Somerst
616,528477070,-93.64287,42.052346,Somerst
617,528477080,-93.642773,42.052347,Somerst
618,528478030,-93.64119,42.052456,Somerst
619,528478040,-93.640924,42.052275,Somerst
620,528480020,-93.64397,42.052119,Somerst
621,528480040,-93.643842,42.052127,Somerst
622,528480060,-93.6430423,42.0520487,Somerst
623,528480070,-93.642862,42.052346,Somerst
624,528480090,-93.642224,42.051429,Somerst
625,528480110,-93.642374,42.051426,Somerst
626,528480130,-93.642474,42.05142,Somerst
627,528480150,-93.64357,42.051382,Somerst
628,528480160,-93.643692,42.05138,Somerst
629,528480180,-93.643792,42.051377,Somerst
630,528482010,-93.642046,42.052267,Somerst
631,528482020,-93.641651,42.052173,Somerst
632,528482030,-93.641233,42.052146,Somerst
633,528482040,-93.640847,42.052122,Somerst
634,528482090,-93.639574,42.051054,Somerst
635,528482130,-93.641746,42.051414,Somerst
636,528488100,-93.643131,42.051247,Somerst
637,528488120,-93.643859,42.051225,Somerst
638,528488130,-93.643977,42.051224,Somerst
639,528488140,-93.644018,42.051224,Somerst
640,528490040,-93.641501,42.051251,Somerst
641,528490070,-93.639832,42.050895,Somerst
642,528490080,-93.639662,42.050899,Somerst
643,531363010,-93.69153,42.037557,SawyerW
644,531363030,-93.692017,42.037611,SawyerW
645,531363040,-93.692245,42.037636,SawyerW
646,531363050,-93.692472,42.037661,SawyerW
647,531363060,-93.692497,42.037836,SawyerW
648,531363080,-93.692575,42.037843,SawyerW
649,531367050,-93.692309,42.036255,SawyerW
650,531369010,-93.69143,42.036001,SawyerW
651,531369020,-93.691506,42.036011,SawyerW
652,531369060,-93.692412,42.036113,SawyerW
653,531371050,-93.691707,42.035282,SawyerW
654,531371070,-93.692431,42.035271,SawyerW
655,531373060,-93.691695,42.035132,SawyerW
656,531375040,-93.691868,42.037923,SawyerW
657,531375050,-93.691836,42.037918,SawyerW
658,531375070,-93.691754,42.037911,SawyerW
659,531375090,-93.691068,42.038127,SawyerW
660,531375100,-93.690959,42.037827,SawyerW
661,531375110,-93.690761,42.037806,SawyerW
662,531375120,-93.690364,42.03805,SawyerW
663,531375130,-93.690159,42.037756,SawyerW
664,531375140,-93.68912,42.037643,SawyerW
665,531376010,-93.691246,42.036525,SawyerW
666,531376030,-93.691246,42.036605,SawyerW
667,531376050,-93.691247,42.03718,SawyerW
668,531376060,-93.691244,42.03722,SawyerW
669,531376070,-93.69124,42.037258,SawyerW
670,531376090,-93.690402,42.037434,SawyerW
671,531379030,-93.689021,42.036849,SawyerW
672,531379050,-93.689136,42.036852,SawyerW
673,531380080,-93.68981,42.036026,SawyerW
674,531380110,-93.689026,42.036028,SawyerW
675,531382070,-93.69139,42.03607,SawyerW
676,531382090,-93.689769,42.035875,SawyerW
677,531382110,-93.689024,42.035878,SawyerW
678,531382120,-93.688981,42.035878,SawyerW
679,531384030,-93.689801,42.034988,SawyerW
680,531384070,-93.689767,42.035259,SawyerW
681,531385020,-93.6888,42.036905,SawyerW
682,531385060,-93.688803,42.036089,SawyerW
683,531385070,-93.688804,42.036038,SawyerW
684,531385130,-93.689449,42.035071,SawyerW
685,531450030,-93.687819,42.034535,SawyerW
686,531450040,-93.68782,42.034595,SawyerW
687,531450090,-93.687831,42.035666,SawyerW
688,531450120,-93.687843,42.036576,SawyerW
689,531450170,-93.687847,42.036839,SawyerW
690,531451020,-93.686428,42.036501,SawyerW
691,531451030,-93.686428,42.036464,SawyerW
692,531451110,-93.686417,42.03548,SawyerW
693,531451150,-93.686413,42.034569,SawyerW
694,531451280,-93.687694,42.036659,SawyerW
695,531452010,-93.686263,42.034533,SawyerW
696,531452020,-93.686263,42.034589,SawyerW
697,531452050,-93.686264,42.0347,SawyerW
698,531452070,-93.686267,42.035518,SawyerW
699,531452080,-93.686267,42.035555,SawyerW
700,531452100,-93.686267,42.035629,SawyerW
701,531452140,-93.686278,42.036466,SawyerW
702,531452180,-93.68628,42.036633,SawyerW
703,531452210,-93.68665,42.03748,SawyerW
704,531452260,-93.687804,42.037607,SawyerW
705,531453010,-93.685028,42.034555,SawyerW
706,531453040,-93.685029,42.034678,SawyerW
707,531453100,-93.685037,42.035968,SawyerW
708,531453140,-93.685185,42.035678,SawyerW
709,531475220,-93.683957,42.035756,SawyerW
710,531477020,-93.6790752,42.0365385,SawyerW
711,531477040,-93.6791142,42.0362103,SawyerW
712,531477050,-93.6790694,42.0360754,SawyerW
713,531478010,-93.681595,42.035795,SawyerW
714,531479020,-93.680198,42.035287,SawyerW
715,532351050,-93.674093,42.036039,Sawyer
716,532351060,-93.674167,42.036051,Sawyer
717,532351090,-93.675963,42.036087,Sawyer
718,532351140,-93.677205,42.036535,Sawyer
719,532351150,-93.677123,42.036206,Sawyer
720,532353020,-93.676364,42.035806,Sawyer
721,532353030,-93.675723,42.035302,Sawyer
722,532353050,-93.675743,42.035179,Sawyer
723,532353120,-93.677007,42.034678,Sawyer
724,532353130,-93.677008,42.034747,Sawyer
725,532353180,-93.677012,42.035094,Sawyer
726,532354010,-93.674475,42.035946,Sawyer
727,532354060,-93.673987,42.035871,Sawyer
728,532354070,-93.673889,42.035857,Sawyer
729,532354090,-93.673669,42.034793,Sawyer
730,532354150,-93.673965,42.034614,Sawyer
731,532354160,-93.674051,42.034615,Sawyer
732,532354230,-93.675716,42.035289,Sawyer
733,532376040,-93.669559,42.034532,Sawyer
734,532376080,-93.669553,42.034692,Sawyer
735,532376090,-93.669552,42.034724,Sawyer
736,532376110,-93.669538,42.035331,Sawyer
737,532376160,-93.670956,42.035685,Sawyer
738,532376170,-93.670997,42.03569,Sawyer
739,532376180,-93.671037,42.035696,Sawyer
740,532376250,-93.672411,42.035841,Sawyer
741,532377050,-93.672318,42.035675,Sawyer
742,532377060,-93.672096,42.034856,Sawyer
743,532377100,-93.672067,42.03457,Sawyer
744,532377130,-93.673518,42.034595,Sawyer
745,532377140,-93.673518,42.034652,Sawyer
746,532378050,-93.670919,42.035325,Sawyer
747,532378070,-93.670998,42.035536,Sawyer
748,532378110,-93.669688,42.035333,Sawyer
749,532378120,-93.669707,42.034602,Sawyer
750,532378130,-93.669708,42.03457,Sawyer
751,532378160,-93.669757,42.03458,Sawyer
752,532378180,-93.669845,42.034581,Sawyer
753,532378200,-93.670551,42.03459,Sawyer
754,532378220,-93.671926,42.034663,Sawyer
755,532378240,-93.671941,42.034819,Sawyer
756,532476050,-93.660643,42.037065,Veenker
757,532476080,-93.661846,42.037652,Veenker
758,532477030,-93.66203,42.0375,Veenker
759,532477040,-93.661848,42.037502,Veenker
760,532478020,-93.660327,42.037236,Veenker
761,532479020,-93.660522,42.034532,Sawyer
762,532479050,-93.660522,42.03466,Sawyer
763,532479120,-93.661983,42.034644,Sawyer
764,533110130,-93.653876,42.045763,NoRidge
765,533120030,-93.653082,42.047384,NoRidge
766,533125080,-93.653482,42.047666,NoRidge
767,533125120,-93.653512,42.048608,NoRidge
768,533125140,-93.653232,42.048607,NoRidge
769,533128030,-93.650474,42.047997,NoRidge
770,533128090,-93.650057,42.048058,NoRidge
771,533130020,-93.646749,42.048253,NoRidge
772,533130130,-93.651773,42.046825,NoRidge
773,533130160,-93.652773,42.045773,NoRidge
774,533130170,-93.652658,42.045776,NoRidge
775,533135020,-93.650333,42.047669,NoRidge
776,533205060,-93.647988,42.047452,Somerst
777,533205110,-93.647974,42.047618,Somerst
778,533206020,-93.647765,42.047627,Somerst
779,533206040,-93.647832,42.047592,Somerst
780,533206050,-93.647488,42.047467,Somerst
781,533206060,-93.64733,42.0474249,Somerst
782,533206070,-93.647166,42.047406,Somerst
783,533208020,-93.646637,42.047705,Somerst
784,533208040,-93.646576,42.047687,Somerst
785,533208050,-93.646526,42.04768,Somerst
786,533208080,-93.646063,42.048089,Somerst
787,533208090,-93.64614,42.048086,Somerst
788,533208140,-93.646113,42.048191,Somerst
789,533210060,-93.645599,42.048566,Somerst
790,533212010,-93.644889,42.047899,Somerst
791,533212020,-93.644889,42.047876,Somerst
792,533212050,-93.64489,42.047806,Somerst
793,533212060,-93.64489,42.047782,Somerst
794,533212100,-93.644891,42.047665,Somerst
795,533212110,-93.644891,42.047642,Somerst
796,533212120,-93.644891,42.047618,Somerst
797,533213010,-93.647039,42.047338,Somerst
798,533213020,-93.646916,42.047253,Somerst
799,533213040,-93.644205,42.047101,Somerst
800,533213070,-93.644172,42.047102,Somerst
801,533213120,-93.644118,42.047103,Somerst
802,533213130,-93.644107,42.047104,Somerst
803,533213140,-93.644096,42.047104,Somerst
804,533215020,-93.646984,42.046381,Somerst
805,533215030,-93.646986,42.046377,Somerst
806,533215040,-93.646989,42.046372,Somerst
807,533215070,-93.647047,42.046088,Somerst
808,533215080,-93.647044,42.046085,Somerst
809,533217050,-93.643746,42.046961,Somerst
810,533217060,-93.643729,42.046962,Somerst
811,533221030,-93.645671,42.046144,Somerst
812,533221040,-93.64566,42.046144,Somerst
813,533221060,-93.645639,42.046145,Somerst
814,533221080,-93.645617,42.046145,Somerst
815,533221090,-93.645606,42.046145,Somerst
816,533221100,-93.645595,42.046145,Somerst
817,533221110,-93.645585,42.046145,Somerst
818,533223010,-93.645482,42.046431,Somerst
819,533223020,-93.645482,42.046424,Somerst
820,533223030,-93.645482,42.046418,Somerst
821,533223050,-93.645482,42.046405,Somerst
822,533223080,-93.645479,42.046127,Somerst
823,533223100,-93.645478,42.046114,Somerst
824,533223110,-93.645478,42.046107,Somerst
825,533234020,-93.643378,42.046647,Somerst
826,533236040,-93.641813,42.047171,Somerst
827,533236050,-93.641799,42.047171,Somerst
828,533236060,-93.641785,42.047171,Somerst
829,533236070,-93.64177,42.047171,Somerst
830,533236090,-93.641742,42.047171,Somerst
831,533241010,-93.643373,42.046429,Somerst
832,533241030,-93.642182,42.046318,Somerst
833,533242030,-93.64114,42.046416,Somerst
834,533242080,-93.639931,42.046137,Somerst
835,533242090,-93.639878,42.046135,Somerst
836,533244030,-93.643556,42.04638,Somerst
837,533244040,-93.643456,42.046411,Somerst
838,533250050,-93.647655,42.045012,Veenker
839,533250110,-93.648705,42.044419,Veenker
840,533250130,-93.648931,42.044609,Veenker
841,533250160,-93.648954,42.044642,Veenker
842,533250190,-93.648204,42.044383,Veenker
843,533251110,-93.645798,42.044762,Veenker
844,533251120,-93.645713,42.044693,Veenker
845,533251130,-93.645589,42.044989,Veenker
846,533252020,-93.646065,42.043779,Veenker
847,533252040,-93.645923,42.043782,Veenker
848,533252130,-93.64577,42.042994,Veenker
849,533253030,-93.649329,42.042369,Greens
850,533253050,-93.649439,42.042481,Greens
851,533253060,-93.649361,42.042565,Greens
852,533253070,-93.649358,42.042652,Greens
853,533253090,-93.649352,42.042826,Greens
854,533253160,-93.649329,42.043351,Greens
855,533253180,-93.648172,42.043754,Greens
856,533253210,-93.648143,42.043704,Greens
857,533254050,-93.648057,42.043553,Veenker
858,533254100,-93.645547,42.043048,Veenker
859,533254130,-93.645544,42.042961,Veenker
860,533350020,-93.658232,42.037103,Veenker
861,533350050,-93.658237,42.037409,Veenker
862,533350090,-93.655582,42.036729,Veenker
863,533350120,-93.658315,42.037578,Veenker
864,533352075,-93.6574973,42.0349702,Sawyer
865,533352150,-93.65921,42.034509,Sawyer
866,533352170,-93.65921,42.034561,Sawyer
867,534102025,-93.639516,42.048606,Somerst
868,534104090,-93.639515,42.048488,Somerst
869,534104100,-93.6392251,42.048726,Somerst
870,534125080,-93.635342,42.047708,NWAmes
871,534125120,-93.634545,42.046549,NWAmes
872,534125210,-93.633752,42.045632,NWAmes
873,534126060,-93.6346,42.048199,NWAmes
874,534126090,-93.635095,42.047928,NWAmes
875,534127080,-93.635094,42.047758,NWAmes
876,534127130,-93.634634,42.048009,NWAmes
877,534127140,-93.634528,42.048067,NWAmes
878,534127170,-93.634803,42.04896,NWAmes
879,534127190,-93.634738,42.048997,NWAmes
880,534127210,-93.6343272,42.0492538,NWAmes
881,534127230,-93.634976,42.049141,NWAmes
882,534127260,-93.635899,42.04849,NWAmes
883,534127270,-93.635873,42.048602,NWAmes
884,534128010,-93.631971,42.048761,NWAmes
885,534128020,-93.631881,42.04876,NWAmes
886,534128090,-93.631554,42.047615,NWAmes
887,534128100,-93.631519,42.047652,NWAmes
888,534128190,-93.633163,42.046476,NWAmes
889,534128210,-93.633466,42.046472,NWAmes
890,534129040,-93.633351,42.046322,NWAmes
891,534129060,-93.631779,42.046399,NWAmes
892,534129080,-93.631851,42.046476,NWAmes
893,534129230,-93.630258,42.04806,NWAmes
894,534129370,-93.632537,42.045806,NWAmes
895,534151090,-93.638051,42.043363,NWAmes
896,534151120,-93.637964,42.043236,NWAmes
897,534151175,-93.636879,42.043038,NWAmes
898,534151180,-93.63687,42.043005,NWAmes
899,534152050,-93.637463,42.043306,NWAmes
900,534152070,-93.637531,42.043306,NWAmes
901,534152100,-93.637788,42.043329,NWAmes
902,534152120,-93.637905,42.043842,NWAmes
903,534175010,-93.633748,42.045483,NWAmes
904,534175080,-93.632647,42.043673,NWAmes
905,534175100,-93.632472,42.043548,NWAmes
906,534175140,-93.6324549,42.042943,NWAmes
907,534176060,-93.631435,42.043822,NWAmes
908,534176140,-93.631673,42.04259,NWAmes
909,534176230,-93.632554,42.043821,NWAmes
910,534176250,-93.633098,42.044669,NWAmes
911,534177180,-93.631245,42.04378,NWAmes
912,534177210,-93.631302,42.04389,NWAmes
913,534177230,-93.631899,42.044693,NWAmes
914,534178010,-93.6299222,42.0421698,NWAmes
915,534200030,-93.628903,42.048796,NAmes
916,534201040,-93.62919,42.047811,NAmes
917,534201130,-93.627935,42.046496,NAmes
918,534201230,-93.625976,42.045706,NAmes
919,534201240,-93.6264356,42.0458538,NAmes
920,534201250,-93.626097,42.045728,NAmes
921,534201280,-93.627517,42.045885,NAmes
922,534201300,-93.628069,42.045878,NAmes
923,534202020,-93.6269,42.04795,NAmes
924,534202030,-93.626518,42.048292,NAmes
925,534202130,-93.6261431,42.0471033,NAmes
926,534202160,-93.626137,42.046574,NAmes
927,534202170,-93.627047,42.0467129,NAmes
928,534202180,-93.626345,42.04657,NAmes
929,534204030,-93.624762,42.046584,NAmes
930,534204120,-93.625898,42.046504,NAmes
931,534225110,-93.62462,42.047541,NAmes
932,534225120,-93.624632,42.048185,NAmes
933,534226060,-93.624612,42.045685,NAmes
934,534226120,-93.624612,42.046635,NAmes
935,534250010,-93.6304229,42.0453551,NWAmes
936,534250300,-93.629155,42.044308,NWAmes
937,534250335,-93.629079,42.044262,NWAmes
938,534250370,-93.630152,42.044058,NWAmes
939,534250410,-93.630732,42.044851,NWAmes
940,534251030,-93.627416,42.043935,NWAmes
941,534251280,-93.625925,42.043142,NWAmes
942,534251320,-93.625926,42.042205,NWAmes
943,534252040,-93.624758,42.044758,NAmes
944,534252060,-93.624592,42.043984,NAmes
945,534252070,-93.624541,42.043929,NAmes
946,534252090,-93.624499,42.043845,NAmes
947,534252110,-93.624745,42.043121,NAmes
948,534252240,-93.625775,42.043145,NWAmes
949,534252270,-93.625799,42.044101,NWAmes
950,534275010,-93.623414,42.043214,NAmes
951,534275060,-93.622991,42.043135,NAmes
952,534275100,-93.622465,42.042241,NAmes
953,534275170,-93.623636,42.042124,NAmes
954,534275220,-93.624606,42.04227,NAmes
955,534276010,-93.623564,42.044978,NAmes
956,534276040,-93.623485,42.044843,NAmes
957,534276070,-93.623104,42.044036,NAmes
958,534276160,-93.621352,42.042577,NAmes
959,534276180,-93.621344,42.042485,NAmes
960,534276190,-93.621336,42.042398,NAmes
961,534276230,-93.622312,42.042114,NAmes
962,534276290,-93.62232,42.042479,NAmes
963,534276360,-93.623383,42.043363,NAmes
964,534277060,-93.622673,42.044773,NAmes
965,534277070,-93.622662,42.044773,NAmes
966,534277090,-93.622635,42.044774,NAmes
967,534278070,-93.622476,42.044926,NAmes
968,534278150,-93.622834,42.044921,NAmes
969,534278170,-93.621452,42.043609,NAmes
970,534278190,-93.62144,42.043627,NAmes
971,534400030,-93.629259,42.041229,NAmes
972,534400050,-93.629415,42.040645,NAmes
973,534400060,-93.629555,42.04066,NAmes
974,534400290,-93.628658,42.038492,NAmes
975,534401110,-93.626939,42.039085,NAmes
976,534401120,-93.626945,42.039141,NAmes
977,534401130,-93.6277409,42.039235,NAmes
978,534401140,-93.627536,42.038971,NAmes
979,534401190,-93.629884,42.040112,NAmes
980,534401200,-93.630023,42.040143,NAmes
981,534402140,-93.627836,42.040011,NAmes
982,534402170,-93.627985,42.039902,NAmes
983,534403040,-93.6279875,42.0417369,NAmes
984,534403050,-93.6277098,42.0417754,NAmes
985,534403080,-93.6267969,42.0417764,NAmes
986,534403100,-93.626171,42.041811,NAmes
987,534403280,-93.626765,42.038434,NAmes
988,534403290,-93.626864,42.039069,NAmes
989,534403370,-93.626979,42.040888,NAmes
990,534403400,-93.627065,42.04102,NAmes
991,534403410,-93.627809,42.041146,NAmes
992,534403420,-93.6276375,42.0413937,NAmes
993,534403440,-93.6282949,42.0414084,NAmes
994,534425015,-93.6249615,42.0417604,NAmes
995,534425080,-93.624484,42.04074,NAmes
996,534426040,-93.623267,42.04102,NAmes
997,534426110,-93.624581,42.041104,NAmes
998,534427010,-93.622904,42.0418387,NAmes
999,534427040,-93.6219226,42.0418699,NAmes
1000,534427090,-93.621621,42.041314,NAmes
1001,534427140,-93.62326,42.041245,NAmes
1002,534428020,-93.621566,42.041172,NAmes
1003,534428100,-93.622076,42.040296,NAmes
1004,534429030,-93.621368,42.041332,NAmes
1005,534429130,-93.622017,42.040143,NAmes
1006,534429150,-93.622685,42.039463,NAmes
1007,534430050,-93.62357,42.039195,NAmes
1008,534430080,-93.622864,42.039211,NAmes
1009,534430090,-93.622804,42.039212,NAmes
1010,534430110,-93.622649,42.038351,NAmes
1011,534431020,-93.621503,42.0392,NAmes
1012,534431030,-93.621399,42.039202,NAmes
1013,534431050,-93.620651,42.039211,NAmes
1014,534431070,-93.620504,42.038538,NAmes
1015,534431130,-93.621699,42.038596,NAmes
1016,534450090,-93.629661,42.036575,BrkSide
1017,534450110,-93.629545,42.035684,BrkSide
1018,534450150,-93.629499,42.035489,BrkSide
1019,534450180,-93.629287,42.035256,BrkSide
1020,534451020,-93.628654,42.036023,BrkSide
1021,534451080,-93.628205,42.035582,BrkSide
1022,534451110,-93.62919,42.035443,BrkSide
1023,534451120,-93.629185,42.03537,BrkSide
1024,534451130,-93.629256,42.035379,BrkSide
1025,534451150,-93.629313,42.035482,BrkSide
1026,534451170,-93.62936,42.035571,BrkSide
1027,534452060,-93.627578,42.034563,BrkSide
1028,534453080,-93.628582,42.036223,BrkSide
1029,534453140,-93.628236,42.035741,BrkSide
1030,534453150,-93.628176,42.035666,BrkSide
1031,534455030,-93.6285065,42.0380577,NAmes
1032,534455080,-93.6270261,42.0380632,NAmes
1033,534475100,-93.62475,42.035943,NAmes
1034,534475170,-93.625632,42.034615,NAmes
1035,534475185,-93.625633,42.03464,NAmes
1036,534475250,-93.62568,42.036182,NAmes
1037,534476080,-93.623704,42.0362,NAmes
1038,534476100,-93.623704,42.036024,NAmes
1039,534476150,-93.623705,42.034741,NAmes
1040,534476260,-93.624601,42.036095,NAmes
1041,534476320,-93.624612,42.037452,NAmes
1042,534477030,-93.622645,42.037463,NAmes
1043,534477090,-93.622644,42.036102,NAmes
1044,534477110,-93.622644,42.035951,NAmes
1045,534477270,-93.623556,42.03713,NAmes
1046,534478140,-93.621485,42.03465,NAmes
1047,534478230,-93.622494,42.036178,NAmes
1048,534479120,-93.620497,42.034906,NAmes
1049,534479130,-93.620494,42.034831,NAmes
1050,534479140,-93.620491,42.034755,NAmes
1051,534479150,-93.620487,42.034679,NAmes
1052,534479240,-93.621426,42.035987,NAmes
1053,534479300,-93.62143,42.037247,NAmes
1054,534479320,-93.621431,42.037424,NAmes
1055,535101020,-93.618221,42.048494,NAmes
1056,535101110,-93.619673,42.0493,NAmes
1057,535101120,-93.619673,42.049306,NAmes
1058,535101150,-93.619383,42.049216,NAmes
1059,535102010,-93.61706,42.048934,NAmes
1060,535103050,-93.6167,42.048952,NAmes
1061,535103070,-93.616852,42.049031,NAmes
1062,535104020,-93.616552,42.047782,NAmes
1063,535104120,-93.617963,42.048294,NAmes
1064,535105030,-93.6178602,42.0470858,NAmes
1065,535105060,-93.6169916,42.0470799,NAmes
1066,535105090,-93.615685,42.046935,NAmes
1067,535105100,-93.615686,42.046827,NAmes
1068,535105110,-93.615687,42.046714,NAmes
1069,535106140,-93.616099,42.045809,NAmes
1070,535106180,-93.618143,42.0459325,NAmes
1071,535106190,-93.6184183,42.0459375,NAmes
1072,535125010,-93.614307,42.049514,NAmes
1073,535125060,-93.615629,42.048528,NAmes
1074,535125070,-93.615602,42.048608,NAmes
1075,535125090,-93.615558,42.048724,NAmes
1076,535126010,-93.614619,42.04806,NAmes
1077,535126040,-93.614244,42.047447,NAmes
1078,535126100,-93.614216,42.04579,NAmes
1079,535126140,-93.615614,42.046572,NAmes
1080,535150070,-93.619029,42.044886,NAmes
1081,535150210,-93.617179,42.042373,NAmes
1082,535150280,-93.6193303,42.0423032,NAmes
1083,535151020,-93.618786,42.044053,NAmes
1084,535151040,-93.618784,42.043966,NAmes
1085,535151080,-93.618389,42.043129,NAmes
1086,535151100,-93.618404,42.043143,NAmes
1087,535151110,-93.619352,42.044735,NAmes
1088,535151130,-93.619334,42.044735,NAmes
1089,535151160,-93.619022,42.044736,NAmes
1090,535152010,-93.617693,42.044895,NAmes
1091,535152050,-93.617553,42.043984,NAmes
1092,535152060,-93.617521,42.043932,NAmes
1093,535152070,-93.617499,42.043897,NAmes
1094,535152130,-93.617117,42.042908,NAmes
1095,535152150,-93.6177041,42.0430839,NAmes
1096,535152200,-93.618634,42.043988,NAmes
1097,535152230,-93.61864,42.044125,NAmes
1098,535152250,-93.618626,42.044847,NAmes
1099,535152280,-93.618625,42.04498,NAmes
1100,535153070,-93.616582,42.043969,NAmes
1101,535153140,-93.617544,42.044791,NAmes
1102,535153150,-93.617543,42.044853,NAmes
1103,535154060,-93.61488,42.043991,NAmes
1104,535154080,-93.615281,42.043946,NAmes
1105,535154130,-93.616434,42.044083,NAmes
1106,535155110,-93.6168658,42.0423095,NAmes
1107,535175030,-93.614751,42.045473,NAmes
1108,535175050,-93.614059,42.044914,NAmes
1109,535175070,-93.613301,42.044176,NAmes
1110,535175180,-93.61513,42.044883,NAmes
1111,535176050,-93.612886,42.044975,NAmes
1112,535176070,-93.613046,42.044218,NAmes
1113,535176100,-93.613222,42.044304,NAmes
1114,535177020,-93.611697,42.045669,NAmes
1115,535177100,-93.612566,42.044254,NAmes
1116,535177110,-93.612347,42.043952,NAmes
1117,535178060,-93.614856,42.042187,NAmes
1118,535178100,-93.615882,42.042105,NAmes
1119,535178120,-93.61588,42.042233,NAmes
1120,535179020,-93.614241,42.0435919,NAmes
1121,535179050,-93.613296,42.043626,NAmes
1122,535179060,-93.613077,42.0438199,NAmes
1123,535179120,-93.613457,42.043233,NAmes
1124,535180020,-93.614251,42.0427,NAmes
1125,535180030,-93.613983,42.0426969,NAmes
1126,535180070,-93.612462,42.042905,NAmes
1127,535180100,-93.612394,42.042023,NAmes
1128,535180120,-93.613383,42.042304,NAmes
1129,535180130,-93.613624,42.042308,NAmes
1130,535181030,-93.610875,42.042728,NAmes
1131,535181140,-93.612301,42.04302,NAmes
1132,535300040,-93.6192677,42.0418697,NAmes
1133,535300120,-93.620016,42.040931,NAmes
1134,535301010,-93.618319,42.041821,NAmes
1135,535301060,-93.617242,42.041243,NAmes
1136,535301080,-93.617238,42.040479,NAmes
1137,535301150,-93.618481,42.040745,NAmes
1138,535301160,-93.61848,42.040773,NAmes
1139,535301170,-93.618478,42.040857,NAmes
1140,535302070,-93.615622,42.040451,NAmes
1141,535302080,-93.615622,42.040396,NAmes
1142,535302120,-93.6165473,42.0404571,NAmes
1143,535302130,-93.617084,42.040301,NAmes
1144,535302140,-93.617086,42.040391,NAmes
1145,535302200,-93.617092,42.04137,NAmes
1146,535303030,-93.6194043,42.0404436,NAmes
1147,535303050,-93.618593,42.040252,NAmes
1148,535303110,-93.618549,42.039674,NAmes
1149,535303150,-93.6190376,42.0385265,NAmes
1150,535304020,-93.617225,42.039447,NAmes
1151,535304100,-93.617219,42.038356,NAmes
1152,535304170,-93.618428,42.03981,NAmes
1153,535305120,-93.617069,42.038357,NAmes
1154,535305180,-93.617075,42.039369,NAmes
1155,535325090,-93.612414,42.039482,NAmes
1156,535325130,-93.612464,42.039387,NAmes
1157,535325280,-93.612401,42.03846,NAmes
1158,535325290,-93.6124,42.038398,NAmes
1159,535325320,-93.61245,42.03837,NAmes
1160,535325340,-93.613491,42.038602,NAmes
1161,535325350,-93.6136767,42.0383475,NAmes
1162,535325400,-93.615475,42.038443,NAmes
1163,535325450,-93.615474,42.038836,NAmes
1164,535325460,-93.61547,42.040276,NAmes
1165,535327140,-93.611642,42.038521,NAmes
1166,535327160,-93.612075,42.0384781,NAmes
1167,535327200,-93.612252,42.038545,NAmes
1168,535327210,-93.612263,42.039351,NAmes
1169,535327230,-93.612264,42.039445,NAmes
1170,535350030,-93.618788,42.038249,NAmes
1171,535350040,-93.6192014,42.0381282,NAmes
1172,535351050,-93.617207,42.037122,NAmes
1173,535352080,-93.6165173,42.0372039,NAmes
1174,535352090,-93.6167912,42.0372232,NAmes
1175,535353040,-93.618605,42.034918,NAmes
1176,535353050,-93.618606,42.034789,NAmes
1177,535353060,-93.618607,42.034686,NAmes
1178,535353130,-93.6197518,42.0347206,OldTown
1179,535353160,-93.620343,42.034812,OldTown
1180,535353180,-93.620354,42.034934,OldTown
1181,535353190,-93.620341,42.035869,NAmes
1182,535353240,-93.620336,42.036223,NAmes
1183,535354050,-93.617191,42.035932,NAmes
1184,535354070,-93.61719,42.035829,NAmes
1185,535354100,-93.617182,42.034746,NAmes
1186,535354130,-93.617182,42.034617,NAmes
1187,535354200,-93.618457,42.03471,NAmes
1188,535354260,-93.618445,42.036077,NAmes
1189,535355100,-93.6168701,42.0347269,OldTown
1190,535375010,-93.6146206,42.0380659,OldTown
1191,535375040,-93.6143498,42.0378602,OldTown
1192,535375050,-93.6144209,42.037679,OldTown
1193,535375130,-93.615485,42.03725,OldTown
1194,535375140,-93.615484,42.037302,OldTown
1195,535375160,-93.615484,42.037459,OldTown
1196,535376010,-93.6133009,42.0380982,OldTown
1197,535376060,-93.61239,42.037144,OldTown
1198,535376090,-93.6133726,42.0371796,OldTown
1199,535377070,-93.610772,42.037097,NAmes
1200,535377090,-93.6116762,42.0372097,OldTown
1201,535377100,-93.612239,42.037041,OldTown
1202,535377150,-93.612241,42.037328,OldTown
1203,535378020,-93.614049,42.036015,OldTown
1204,535378080,-93.615536,42.0357,OldTown
1205,535378120,-93.615465,42.036002,OldTown
1206,535379060,-93.612418,42.035779,OldTown
1207,535379100,-93.6139,42.0358,OldTown
1208,535379110,-93.6139,42.035854,OldTown
1209,535380010,-93.6116427,42.0367836,OldTown
1210,535380050,-93.61076,42.035893,NAmes
1211,535380110,-93.612269,42.035723,OldTown
1212,535380140,-93.612265,42.035938,OldTown
1213,535381040,-93.614049,42.034668,OldTown
1214,535382020,-93.612404,42.035277,OldTown
1215,535382100,-93.613899,42.034574,OldTown
1216,535382130,-93.613899,42.034761,OldTown
1217,535383060,-93.6117397,42.0347572,OldTown
1218,535383070,-93.61203,42.0347398,OldTown
1219,535383100,-93.612253,42.035222,OldTown
