,PID,Longitude,Latitude,Neighborhood,Address,NeighborhoodFullname,Directions,BldgType,GarageCars
511,528294050,-93.640879,42.058668,Gilbert,3822 HYDE AVE,Gilbert,North,1Fam,2.0
512,528294060,-93.640959,42.058581,Gilbert,3816 HYDE AVE,Gilbert,North,1Fam,2.0
513,528294070,-93.641053,42.058461,Gilbert,3808 HYDE AVE,Gilbert,North,1Fam,2.0
514,528315030,-93.655739,42.05443,NoRidge,3218 BAYBERRY RD,Northridge,North West,1Fam,3.0
515,528315060,-93.654594,42.053879,NoRidge,3142 BAYBERRY RD,Northridge,North West,1Fam,2.0
516,528315070,-93.654519,42.05384,NoRidge,3136 BAYBERRY RD,Northridge,North West,1Fam,3.0
517,528315080,-93.654444,42.053801,NoRidge,3130 BAYBERRY RD,Northridge,North West,1Fam,3.0
518,528315090,-93.65429,42.053749,NoRidge,3122 BAYBERRY RD,Northridge,North West,1Fam,3.0
519,528315110,-93.65412,42.053666,NoRidge,3110 BAYBERRY RD,Northridge,North West,1Fam,3.0
520,528320060,-93.657851,42.053314,NoRidge,3327 GOLDENROD CIR,Northridge,North West,1Fam,3.0
521,528321010,-93.657163,42.053911,NoRidge,3318 RIDGETOP RD,Northridge,North West,1Fam,3.0
522,528322020,-93.655711,42.053364,NoRidge,3240 EVERGREEN RD,Northridge,North West,1Fam,3.0
523,528326030,-93.653324,42.055748,NoRidge,3127 ALMOND RD,Northridge,North West,1Fam,3.0
524,528326060,-93.652894,42.055751,NoRidge,3109 ALMOND RD,Northridge,North West,1Fam,3.0
525,528326110,-93.650932,42.055777,NoRidge,3013 ALMOND RD,Northridge,North West,1Fam,3.0
526,528327010,-93.6532,42.055601,NoRidge,3124 ALMOND RD,Northridge,North West,1Fam,3.0
527,528327060,-93.651096,42.055627,NoRidge,3022 ALMOND RD,Northridge,North West,1Fam,3.0
528,528327070,-93.650957,42.055626,NoRidge,3016 ALMOND RD,Northridge,North West,1Fam,3.0
529,528328100,-93.651381,42.054386,NoRidge,3403 HONEYSUCKLE RD,Northridge,North West,1Fam,3.0
530,528340030,-93.652641,42.05359,NoRidge,3031 BAYBERRY RD,Northridge,North West,1Fam,3.0
531,528344020,-93.652777,42.053436,NoRidge,3040 BAYBERRY RD,Northridge,North West,1Fam,3.0
532,528344040,-93.652608,42.053441,NoRidge,3028 BAYBERRY RD,Northridge,North West,1Fam,3.0
533,528344060,-93.65227,42.053154,NoRidge,3211 MAGNOLIA CIR,Northridge,North West,1Fam,2.0
534,528344070,-93.652334,42.053243,NoRidge,3205 MAGNOLIA CIR,Northridge,North West,1Fam,3.0
535,528344100,-93.65238,42.053041,NoRidge,3220 MAGNOLIA CIR,Northridge,North West,1Fam,3.0
536,528346050,-93.651562,42.0522319,NoRidge,3115 VALLEY VIEW RD,Northridge,North West,1Fam,3.0
537,528348030,-93.649901,42.053467,NoRidge,2910 BAYBERRY RD,Northridge,North West,1Fam,3.0
538,528351010,-93.657271,42.05198,NoRidge,3115 BALSAM CIR,Northridge,North West,1Fam,3.0
539,528354050,-93.655555,42.052668,NoRidge,3215 TUPELO CIR,Northridge,North West,1Fam,3.0
540,528354060,-93.655159,42.052361,NoRidge,3211 TUPELO CIR,Northridge,North West,1Fam,2.0
541,528354100,-93.655279,42.052272,NoRidge,3210 TUPELO CIR,Northridge,North West,1Fam,2.0
542,528354110,-93.655905,42.052247,NoRidge,3216 TUPELO CIR,Northridge,North West,1Fam,3.0
543,528358010,-93.654206,42.051721,NoRidge,3127 ASPEN RD,Northridge,North West,1Fam,2.0
544,528358030,-93.653915,42.05178,NoRidge,3115 ASPEN RD,Northridge,North West,1Fam,3.0
545,528360050,-93.655997,42.049423,NoRidge,2911 RIDGETOP RD,Northridge,North West,1Fam,3.0
546,528363020,-93.656036,42.050383,NoRidge,3226 SUMAC CIR,Northridge,North West,1Fam,3.0
547,528363050,-93.655988,42.050411,NoRidge,3212 SUMAC CIR,Northridge,North West,1Fam,3.0
548,528363070,-93.655704,42.051073,NoRidge,3202 ASPEN RD,Northridge,North West,1Fam,3.0
549,528363110,-93.653929,42.05162,NoRidge,3118 ASPEN RD,Northridge,North West,1Fam,3.0
550,528363130,-93.653616,42.051674,NoRidge,3102 ASPEN RD,Northridge,North West,1Fam,2.0
551,528364110,-93.653712,42.05048,NoRidge,3026 EVERGREEN CIR,Northridge,North West,1Fam,3.0
552,528365060,-93.65579,42.049501,NoRidge,2900 RIDGETOP RD,Northridge,North West,1Fam,3.0
553,528365070,-93.654048,42.049701,NoRidge,3145 SYCAMORE RD,Northridge,North West,1Fam,3.0
554,528365080,-93.653908,42.049696,NoRidge,3139 SYCAMORE RD,Northridge,North West,1Fam,3.0
555,528365090,-93.653608,42.049687,NoRidge,3133 SYCAMORE RD,Northridge,North West,1Fam,3.0
556,528366040,-93.653479,42.049528,NoRidge,3126 SYCAMORE RD,Northridge,North West,1Fam,3.0
557,528366050,-93.65334,42.049518,NoRidge,3120 SYCAMORE RD,Northridge,North West,1Fam,2.0
558,528366070,-93.652946,42.049509,NoRidge,3108 SYCAMORE RD,Northridge,North West,1Fam,2.0
559,528376010,-93.653864,42.052416,NoRidge,3140 EVERGREEN RD,Northridge,North West,1Fam,3.0
560,528382020,-93.650356,42.052457,NoRidge,2913 ARROWWOOD CIR,Northridge,North West,1Fam,3.0
561,528382030,-93.650578,42.052437,NoRidge,2907 ARROWWOOD CIR,Northridge,North West,1Fam,2.0
562,528385050,-93.651503,42.05161,NoRidge,3014 ASPEN RD,Northridge,North West,1Fam,2.0
563,528386040,-93.652972,42.050909,NoRidge,3001 HEMLOCK CIR,Northridge,North West,1Fam,3.0
564,528387030,-93.652117,42.050215,NoRidge,3001 VALLEY VIEW RD,Northridge,North West,1Fam,2.0
565,528387050,-93.651801,42.050692,NoRidge,3015 VALLEY VIEW RD,Northridge,North West,1Fam,2.0
566,528390020,-93.650996,42.049484,NoRidge,2948 CYPRESS CIR,Northridge,North West,1Fam,2.0
567,528390100,-93.650529,42.049921,NoRidge,2901 CYPRESS CIR,Northridge,North West,1Fam,3.0
568,528390210,-93.650822,42.050971,NoRidge,3038 REDBUD CIR,Northridge,North West,1Fam,2.0
569,528427010,-93.644107,42.054236,Somerst,3205 CULLEN DR,Somerset,North West,1Fam,3.0
570,528427020,-93.644121,42.054282,Somerst,3211 CULLEN DR,Somerset,North West,1Fam,3.0
571,528427040,-93.644118,42.054408,Somerst,3223 CULLEN DR,Somerset,North West,1Fam,2.0
572,528427070,-93.644145,42.055157,Somerst,3317 CULLEN DR,Somerset,North West,1Fam,3.0
573,528429050,-93.642334,42.055102,Somerst,3306 KENT AVE,Somerset,North West,1Fam,3.0
574,528429070,-93.642108,42.054415,Somerst,3220 KENT AVE,Somerset,North West,1Fam,3.0
575,528429090,-93.642069,42.054318,Somerst,2425 DALTON CIR,Somerset,North West,1Fam,3.0
576,528429100,-93.642082,42.054318,Somerst,2421 DALTON CIR,Somerset,North West,1Fam,3.0
577,528429110,-93.64176,42.054177,Somerst,2416 DALTON CIR,Somerset,North West,1Fam,3.0
578,528429120,-93.64178,42.054176,Somerst,2422 DALTON CIR,Somerset,North West,1Fam,3.0
579,528431020,-93.64247,42.055036,Somerst,3305 KENT AVE,Somerset,North West,1Fam,3.0
580,528431040,-93.642243,42.054354,Somerst,3217 KENT AVE,Somerset,North West,1Fam,3.0
581,528431050,-93.642234,42.054309,Somerst,2507 DALTON ST,Somerset,North West,1Fam,3.0
582,528431060,-93.642376,42.054306,Somerst,2515 DALTON ST,Somerset,North West,1Fam,3.0
583,528431070,-93.642553,42.054302,Somerst,2523 DALTON ST,Somerset,North West,1Fam,3.0
584,528431120,-93.64403,42.055517,Somerst,3306 CULLEN DR,Somerset,North West,1Fam,3.0
585,528435020,-93.644024,42.054227,Somerst,2616 DALTON ST,Somerset,North West,1Fam,3.0
586,528435040,-93.643836,42.054153,Somerst,2604 DALTON ST,Somerset,North West,1Fam,3.0
587,528435050,-93.642579,42.054151,Somerst,2528 DALTON ST,Somerset,North West,1Fam,3.0
588,528435070,-93.642344,42.054157,Somerst,2514 DALTON ST,Somerset,North West,1Fam,3.0
589,528439010,-93.643788,42.053183,Somerst,2625 YORKSHIRE ST,Somerset,North West,1Fam,2.0
590,528439030,-93.643635,42.053183,Somerst,2613 YORKSHIRE ST,Somerset,North West,1Fam,3.0
591,528439040,-93.643544,42.053185,Somerst,2607 YORKSHIRE ST,Somerset,North West,1Fam,2.0
592,528439060,-93.64236,42.053212,Somerst,2523 YORKSHIRE ST,Somerset,North West,1Fam,2.0
593,528439080,-93.642197,42.053227,Somerst,2511 YORKSHIRE ST,Somerset,North West,1Fam,2.0
594,528441020,-93.641251,42.053258,Somerst,2421 YORKSHIRE CIR,Somerset,North West,1Fam,2.0
595,528441080,-93.641251,42.053108,Somerst,2420 YORKSHIRE CIR,Somerset,North West,1Fam,2.0
596,528441090,-93.641296,42.053108,Somerst,2426 YORKSHIRE CIR,Somerset,North West,1Fam,3.0
597,528445060,-93.642368,42.05306,Somerst,2524 YORKSHIRE ST,Somerset,North West,1Fam,3.0
598,528445070,-93.642275,42.053067,Somerst,2518 YORKSHIRE ST,Somerset,North West,1Fam,3.0
599,528456180,-93.650321,42.051804,Somerst,2811 ASPEN RD,Somerset,North West,1Fam,2.0
600,528456200,-93.650361,42.0518,Somerst,2823 ASPEN RD,Somerset,North West,1Fam,2.0
601,528456220,-93.6504,42.051797,Somerst,2835 ASPEN RD,Somerset,North West,1Fam,2.0
602,528456230,-93.65042,42.051795,Somerst,2841 ASPEN RD,Somerset,North West,1Fam,2.0
603,528456240,-93.65044,42.051793,Somerst,2847 ASPEN RD,Somerset,North West,1Fam,2.0
604,528458030,-93.650397,42.051646,Somerst,2840 ASPEN RD,Somerset,North West,1Fam,2.0
605,528458060,-93.650338,42.051652,Somerst,2822 ASPEN RD,Somerset,North West,1Fam,2.0
606,528458070,-93.650318,42.051653,Somerst,2816 ASPEN RD,Somerset,North West,1Fam,2.0
607,528458080,-93.650299,42.051655,Somerst,2810 ASPEN RD,Somerset,North West,1Fam,2.0
608,528458110,-93.647105,42.050084,Somerst,2711 CAMBRIDGE DR,Somerset,North West,1Fam,2.0
609,528458120,-93.647584,42.050206,Somerst,2719 CAMBRIDGE DR,Somerset,North West,1Fam,3.0
610,528458140,-93.648275,42.050406,Somerst,2731 CAMBRIDGE DR,Somerset,North West,1Fam,3.0
611,528458180,-93.648778,42.051795,Somerst,2826 CAMBRIDGE DR,Somerset,North West,1Fam,2.0
612,528462040,-93.648255,42.050307,Somerst,2806 YORK DR,Somerset,North West,1Fam,2.0
613,528477020,-93.643974,42.052269,Somerst,2617 KINGSTON DR,Somerset,North West,1Fam,3.0
614,528477040,-93.643836,42.052278,Somerst,2603 KINGSTON DR,Somerset,North West,1Fam,2.0
615,528477050,-93.643001,42.052337,Somerst,2525 KINGSTON DR,Somerset,North West,1Fam,3.0
616,528477070,-93.64287,42.052346,Somerst,2513 KINGSTON DR,Somerset,North West,1Fam,3.0
617,528477080,-93.642773,42.052347,Somerst,2505 KINGSTON DR,Somerset,North West,1Fam,2.0
618,528478030,-93.64119,42.052456,Somerst,2419 KINGSTON DR,Somerset,North West,1Fam,2.0
619,528478040,-93.640924,42.052275,Somerst,2413 KINGSTON DR,Somerset,North West,1Fam,3.0
620,528480020,-93.64397,42.052119,Somerst,2616 KINGSTON DR,Somerset,North West,1Fam,2.0
621,528480040,-93.643842,42.052127,Somerst,2604 KINGSTON DR,Somerset,North West,1Fam,3.0
622,528480060,-93.6430423,42.0520487,Somerst,2518 KINGSTON DR,Somerset,North West,1Fam,3.0
623,528480070,-93.642862,42.052346,Somerst,2512 KINGSTON DR,Somerset,North West,1Fam,3.0
624,528480090,-93.642224,42.051429,Somerst,2505 CLAYTON DR,Somerset,North West,1Fam,2.0
625,528480110,-93.642374,42.051426,Somerst,2517 CLAYTON DR,Somerset,North West,1Fam,2.0
626,528480130,-93.642474,42.05142,Somerst,2527 CLAYTON DR,Somerset,North West,1Fam,2.0
627,528480150,-93.64357,42.051382,Somerst,2609 CLAYTON DR,Somerset,North West,1Fam,2.0
628,528480160,-93.643692,42.05138,Somerst,2615 CLAYTON DR,Somerset,North West,1Fam,2.0
629,528480180,-93.643792,42.051377,Somerst,2625 CLAYTON DR,Somerset,North West,1Fam,2.0
630,528482010,-93.642046,42.052267,Somerst,2428 KINGSTON DR,Somerset,North West,1Fam,3.0
631,528482020,-93.641651,42.052173,Somerst,2422 KINGSTON DR,Somerset,North West,1Fam,3.0
632,528482030,-93.641233,42.052146,Somerst,2416 KINGSTON DR,Somerset,North West,1Fam,3.0
633,528482040,-93.640847,42.052122,Somerst,2410 KINGSTON DR,Somerset,North West,1Fam,3.0
634,528482090,-93.639574,42.051054,Somerst,2307 CLAYTON DR,Somerset,North West,1Fam,2.0
635,528482130,-93.641746,42.051414,Somerst,2421 CLAYTON DR,Somerset,North West,1Fam,2.0
636,528488100,-93.643131,42.051247,Somerst,2520 CLAYTON DR,Somerset,North West,1Fam,2.0
637,528488120,-93.643859,42.051225,Somerst,2602 CLAYTON DR,Somerset,North West,1Fam,2.0
638,528488130,-93.643977,42.051224,Somerst,2606 CLAYTON DR,Somerset,North West,1Fam,2.0
639,528488140,-93.644018,42.051224,Somerst,2612 CLAYTON DR,Somerset,North West,1Fam,2.0
640,528490040,-93.641501,42.051251,Somerst,2404 CLAYTON DR,Somerset,North West,1Fam,2.0
641,528490070,-93.639832,42.050895,Somerst,2318 CLAYTON DR,Somerset,North West,1Fam,2.0
642,528490080,-93.639662,42.050899,Somerst,2312 CLAYTON DR,Somerset,North West,1Fam,2.0
643,531363010,-93.69153,42.037557,SawyerW,5406 KANSAS DR,Sawyer West,North West,1Fam,2.0
644,531363030,-93.692017,42.037611,SawyerW,5416 KANSAS DR,Sawyer West,North West,1Fam,2.0
645,531363040,-93.692245,42.037636,SawyerW,5422 KANSAS DR,Sawyer West,North West,1Fam,0.0
646,531363050,-93.692472,42.037661,SawyerW,5426 KANSAS DR,Sawyer West,North West,1Fam,0.0
647,531363060,-93.692497,42.037836,SawyerW,5500 KANSAS DR,Sawyer West,North West,1Fam,0.0
648,531363080,-93.692575,42.037843,SawyerW,5510 KANSAS DR,Sawyer West,North West,1Fam,0.0
649,531367050,-93.692309,42.036255,SawyerW,5505 MARYLAND ST,Sawyer West,North West,1Fam,2.0
650,531369010,-93.69143,42.036001,SawyerW,5404 MARYLAND ST,Sawyer West,North West,1Fam,2.0
651,531369020,-93.691506,42.036011,SawyerW,5412 MARYLAND ST,Sawyer West,North West,1Fam,3.0
652,531369060,-93.692412,42.036113,SawyerW,5512 MARYLAND ST,Sawyer West,North West,1Fam,2.0
653,531371050,-93.691707,42.035282,SawyerW,5429 TENNESSEE ST,Sawyer West,North West,1Fam,2.0
654,531371070,-93.692431,42.035271,SawyerW,5513 TENNESSEE ST,Sawyer West,North West,1Fam,2.0
655,531373060,-93.691695,42.035132,SawyerW,5426 TENNESSEE ST,Sawyer West,North West,1Fam,2.0
656,531375040,-93.691868,42.037923,SawyerW,5425 KANSAS DR,Sawyer West,North West,1Fam,2.0
657,531375050,-93.691836,42.037918,SawyerW,5419 KANSAS DR,Sawyer West,North West,1Fam,0.0
658,531375070,-93.691754,42.037911,SawyerW,5409 KANSAS DR,Sawyer West,North West,1Fam,2.0
659,531375090,-93.691068,42.038127,SawyerW,5325 KANSAS DR,Sawyer West,North West,1Fam,0.0
660,531375100,-93.690959,42.037827,SawyerW,5321 KANSAS DR,Sawyer West,North West,1Fam,2.0
661,531375110,-93.690761,42.037806,SawyerW,5317 KANSAS DR,Sawyer West,North West,1Fam,2.0
662,531375120,-93.690364,42.03805,SawyerW,5311 KANSAS DR,Sawyer West,North West,1Fam,2.0
663,531375130,-93.690159,42.037756,SawyerW,5305 KANSAS DR,Sawyer West,North West,1Fam,2.0
664,531375140,-93.68912,42.037643,SawyerW,5225 KANSAS DR,Sawyer West,North West,1Fam,2.0
665,531376010,-93.691246,42.036525,SawyerW,1410 CALIFORNIA AVE,Sawyer West,North West,1Fam,2.0
666,531376030,-93.691246,42.036605,SawyerW,1422 CALIFORNIA AVE,Sawyer West,North West,1Fam,2.0
667,531376050,-93.691247,42.03718,SawyerW,1508 CALIFORNIA AVE,Sawyer West,North West,1Fam,2.0
668,531376060,-93.691244,42.03722,SawyerW,1514 CALIFORNIA AVE,Sawyer West,North West,1Fam,2.0
669,531376070,-93.69124,42.037258,SawyerW,1520 CALIFORNIA AVE,Sawyer West,North West,1Fam,2.0
670,531376090,-93.690402,42.037434,SawyerW,5308 KANSAS DR,Sawyer West,North West,1Fam,3.0
671,531379030,-93.689021,42.036849,SawyerW,5217 NEVADA CIR,Sawyer West,North West,1Fam,2.0
672,531379050,-93.689136,42.036852,SawyerW,5229 NEVADA CIR,Sawyer West,North West,1Fam,2.0
673,531380080,-93.68981,42.036026,SawyerW,5307 MARYLAND ST,Sawyer West,North West,1Fam,2.0
674,531380110,-93.689026,42.036028,SawyerW,5221 MARYLAND ST,Sawyer West,North West,1Fam,2.0
675,531382070,-93.69139,42.03607,SawyerW,1340 CALIFORNIA AVE,Sawyer West,North West,1Fam,2.0
676,531382090,-93.689769,42.035875,SawyerW,5300 MARYLAND ST,Sawyer West,North West,1Fam,2.0
677,531382110,-93.689024,42.035878,SawyerW,5220 MARYLAND ST,Sawyer West,North West,1Fam,2.0
678,531382120,-93.688981,42.035878,SawyerW,5214 MARYLAND ST,Sawyer West,North West,1Fam,2.0
679,531384030,-93.689801,42.034988,SawyerW,5234 TEXAS CIR,Sawyer West,North West,1Fam,2.0
680,531384070,-93.689767,42.035259,SawyerW,1311 NEBRASKA AVE,Sawyer West,North West,1Fam,2.0
681,531385020,-93.6888,42.036905,SawyerW,1516 NEBRASKA AVE,Sawyer West,North West,1Fam,2.0
682,531385060,-93.688803,42.036089,SawyerW,1418 NEBRASKA AVE,Sawyer West,North West,1Fam,2.0
683,531385070,-93.688804,42.036038,SawyerW,1412 NEBRASKA AVE,Sawyer West,North West,1Fam,2.0
684,531385130,-93.689449,42.035071,SawyerW,1320 NEBRASKA AVE,Sawyer West,North West,1Fam,2.0
685,531450030,-93.687819,42.034535,SawyerW,1303 KENTUCKY AVE,Sawyer West,North West,1Fam,2.0
686,531450040,-93.68782,42.034595,SawyerW,1309 KENTUCKY AVE,Sawyer West,North West,1Fam,2.0
687,531450090,-93.687831,42.035666,SawyerW,1415 KENTUCKY AVE,Sawyer West,North West,1Fam,2.0
688,531450120,-93.687843,42.036576,SawyerW,1505 KENTUCKY AVE,Sawyer West,North West,1Fam,2.0
689,531450170,-93.687847,42.036839,SawyerW,1531 KENTUCKY AVE,Sawyer West,North West,1Fam,2.0
690,531451020,-93.686428,42.036501,SawyerW,1515 INDIANA AVE,Sawyer West,North West,TwnhsE,2.0
691,531451030,-93.686428,42.036464,SawyerW,1511 INDIANA AVE,Sawyer West,North West,TwnhsE,2.0
692,531451110,-93.686417,42.03548,SawyerW,1405 INDIANA AVE,Sawyer West,North West,TwnhsE,1.0
693,531451150,-93.686413,42.034569,SawyerW,1307 INDIANA AVE,Sawyer West,North West,TwnhsE,1.0
694,531451280,-93.687694,42.036659,SawyerW,1512 KENTUCKY AVE,Sawyer West,North West,1Fam,2.0
695,531452010,-93.686263,42.034533,SawyerW,1302 INDIANA AVE,Sawyer West,North West,TwnhsE,1.0
696,531452020,-93.686263,42.034589,SawyerW,1308 INDIANA AVE,Sawyer West,North West,TwnhsE,1.0
697,531452050,-93.686264,42.0347,SawyerW,1320 INDIANA AVE,Sawyer West,North West,TwnhsE,1.0
698,531452070,-93.686267,42.035518,SawyerW,1408 INDIANA AVE,Sawyer West,North West,TwnhsE,2.0
699,531452080,-93.686267,42.035555,SawyerW,1412 INDIANA AVE,Sawyer West,North West,TwnhsE,2.0
700,531452100,-93.686267,42.035629,SawyerW,1420 INDIANA AVE,Sawyer West,North West,TwnhsE,2.0
701,531452140,-93.686278,42.036466,SawyerW,1510 INDIANA AVE,Sawyer West,North West,TwnhsE,2.0
702,531452180,-93.68628,42.036633,SawyerW,1528 INDIANA AVE,Sawyer West,North West,1Fam,2.0
703,531452210,-93.68665,42.03748,SawyerW,5007 KANSAS DR,Sawyer West,North West,1Fam,2.0
704,531452260,-93.687804,42.037607,SawyerW,5103 KANSAS DR,Sawyer West,North West,1Fam,2.0
705,531453010,-93.685028,42.034555,SawyerW,1304 ILLINOIS AVE,Sawyer West,North West,1Fam,2.0
706,531453040,-93.685029,42.034678,SawyerW,1322 ILLINOIS AVE,Sawyer West,North West,1Fam,2.0
707,531453100,-93.685037,42.035968,SawyerW,1510 ILLINOIS AVE,Sawyer West,North West,1Fam,2.0
708,531453140,-93.685185,42.035678,SawyerW,1501 ILLINOIS AVE,Sawyer West,North West,1Fam,2.0
709,531475220,-93.683957,42.035756,SawyerW,1404 IDAHO AVE,Sawyer West,North West,Duplex,2.0
710,531477020,-93.6790752,42.0365385,SawyerW,1515 NORTH DAKOTA AVE,Sawyer West,North West,1Fam,1.0
711,531477040,-93.6791142,42.0362103,SawyerW,1505 NORTH DAKOTA AVE,Sawyer West,North West,Duplex,2.0
712,531477050,-93.6790694,42.0360754,SawyerW,1501 NORTH DAKOTA AVE,Sawyer West,North West,1Fam,1.0
713,531478010,-93.681595,42.035795,SawyerW,4712 TORONTO ST,Sawyer West,North West,1Fam,1.0
714,531479020,-93.680198,42.035287,SawyerW,4603 HUTCHISON ST,Sawyer West,North West,1Fam,2.0
715,532351050,-93.674093,42.036039,Sawyer,4127 TORONTO ST,Sawyer,North West,1Fam,1.0
716,532351060,-93.674167,42.036051,Sawyer,4133 TORONTO ST,Sawyer,North West,1Fam,2.0
717,532351090,-93.675963,42.036087,Sawyer,4203 TORONTO ST 4205,Sawyer,North West,Duplex,2.0
718,532351140,-93.677205,42.036535,Sawyer,4301 TORONTO ST,Sawyer,North West,Duplex,2.0
719,532351150,-93.677123,42.036206,Sawyer,4307 TORONTO ST,Sawyer,North West,Duplex,2.0
720,532353020,-93.676364,42.035806,Sawyer,1337 ARIZONA AVE,Sawyer,North West,1Fam,2.0
721,532353030,-93.675723,42.035302,Sawyer,1333 ARIZONA AVE,Sawyer,North West,1Fam,2.0
722,532353050,-93.675743,42.035179,Sawyer,1323 ARIZONA AVE,Sawyer,North West,1Fam,1.0
723,532353120,-93.677007,42.034678,Sawyer,1306 WOODSTOCK AVE,Sawyer,North West,1Fam,1.0
724,532353130,-93.677008,42.034747,Sawyer,1310 WOODSTOCK AVE,Sawyer,North West,1Fam,2.0
725,532353180,-93.677012,42.035094,Sawyer,1330 WOODSTOCK AVE,Sawyer,North West,1Fam,2.0
726,532354010,-93.674475,42.035946,Sawyer,4142 TORONTO ST,Sawyer,North West,1Fam,2.0
727,532354060,-93.673987,42.035871,Sawyer,4112 TORONTO ST,Sawyer,North West,1Fam,2.0
728,532354070,-93.673889,42.035857,Sawyer,4106 TORONTO ST,Sawyer,North West,1Fam,1.0
729,532354090,-93.673669,42.034793,Sawyer,1319 ALBERTA AVE,Sawyer,North West,1Fam,2.0
730,532354150,-93.673965,42.034614,Sawyer,4127 ONTARIO ST,Sawyer,North West,1Fam,1.0
731,532354160,-93.674051,42.034615,Sawyer,4133 ONTARIO ST,Sawyer,North West,1Fam,2.0
732,532354230,-93.675716,42.035289,Sawyer,1332 ARIZONA AVE,Sawyer,North West,1Fam,1.0
733,532376040,-93.669559,42.034532,Sawyer,1304 GARFIELD AVE,Sawyer,North West,1Fam,2.0
734,532376080,-93.669553,42.034692,Sawyer,1324 GARFIELD AVE,Sawyer,North West,1Fam,1.0
735,532376090,-93.669552,42.034724,Sawyer,1328 GARFIELD AVE,Sawyer,North West,1Fam,1.0
736,532376110,-93.669538,42.035331,Sawyer,3805 TORONTO ST,Sawyer,North West,1Fam,1.0
737,532376160,-93.670956,42.035685,Sawyer,3905 TORONTO ST,Sawyer,North West,1Fam,1.0
738,532376170,-93.670997,42.03569,Sawyer,3909 TORONTO ST,Sawyer,North West,2fmCon,1.0
739,532376180,-93.671037,42.035696,Sawyer,3913 TORONTO ST,Sawyer,North West,1Fam,1.0
740,532376250,-93.672411,42.035841,Sawyer,4015 TORONTO ST,Sawyer,North West,1Fam,2.0
741,532377050,-93.672318,42.035675,Sawyer,4004 TORONTO ST,Sawyer,North West,1Fam,2.0
742,532377060,-93.672096,42.034856,Sawyer,1327 ALABAMA LN,Sawyer,North West,1Fam,1.0
743,532377100,-93.672067,42.03457,Sawyer,1305 ALABAMA LN,Sawyer,North West,1Fam,1.0
744,532377130,-93.673518,42.034595,Sawyer,1304 ALBERTA AVE,Sawyer,North West,1Fam,1.0
745,532377140,-93.673518,42.034652,Sawyer,1308 ALBERTA AVE,Sawyer,North West,1Fam,2.0
746,532378050,-93.670919,42.035325,Sawyer,3900 WINDSOR CT,Sawyer,North West,1Fam,1.0
747,532378070,-93.670998,42.035536,Sawyer,3828 WINDSOR CT,Sawyer,North West,1Fam,1.0
748,532378110,-93.669688,42.035333,Sawyer,3804 TORONTO ST,Sawyer,North West,1Fam,1.0
749,532378120,-93.669707,42.034602,Sawyer,1313 GARFIELD AVE,Sawyer,North West,1Fam,1.0
750,532378130,-93.669708,42.03457,Sawyer,1309 GARFIELD AVE,Sawyer,North West,1Fam,0.0
751,532378160,-93.669757,42.03458,Sawyer,3815 ONTARIO ST,Sawyer,North West,1Fam,1.0
752,532378180,-93.669845,42.034581,Sawyer,3825 ONTARIO ST,Sawyer,North West,1Fam,1.0
753,532378200,-93.670551,42.03459,Sawyer,3905 ONTARIO ST,Sawyer,North West,1Fam,1.0
754,532378220,-93.671926,42.034663,Sawyer,1310 ALABAMA LN,Sawyer,North West,1Fam,1.0
755,532378240,-93.671941,42.034819,Sawyer,1322 ALABAMA LN,Sawyer,North West,1Fam,1.0
756,532476050,-93.660643,42.037065,Veenker,1601 AMHERST DR,Veenker,North West,1Fam,2.0
757,532476080,-93.661846,42.037652,Veenker,3321 KINGMAN RD,Veenker,North West,1Fam,2.0
758,532477030,-93.66203,42.0375,Veenker,3326 KINGMAN RD,Veenker,North West,1Fam,2.0
759,532477040,-93.661848,42.037502,Veenker,3320 KINGMAN RD,Veenker,North West,1Fam,2.0
760,532478020,-93.660327,42.037236,Veenker,1616 AMHERST DR,Veenker,North West,1Fam,3.0
761,532479020,-93.660522,42.034532,Sawyer,1306 SCOTT CIR,Sawyer,North West,1Fam,2.0
762,532479050,-93.660522,42.03466,Sawyer,1324 SCOTT CIR,Sawyer,North West,1Fam,2.0
763,532479120,-93.661983,42.034644,Sawyer,1318 WISCONSIN CIR,Sawyer,North West,1Fam,2.0
764,533110130,-93.653876,42.045763,NoRidge,2503 RIDGETOP RD,Northridge,North West,1Fam,2.0
765,533120030,-93.653082,42.047384,NoRidge,3118 MAPLEWOOD RD,Northridge,North West,1Fam,2.0
766,533125080,-93.653482,42.047666,NoRidge,3133 MAPLEWOOD RD,Northridge,North West,1Fam,2.0
767,533125120,-93.653512,42.048608,NoRidge,3130 GREENWOOD RD,Northridge,North West,1Fam,3.0
768,533125140,-93.653232,42.048607,NoRidge,3118 GREENWOOD RD,Northridge,North West,1Fam,2.0
769,533128030,-93.650474,42.047997,NoRidge,2713 NORTHRIDGE CIR,Northridge,North West,1Fam,2.0
770,533128090,-93.650057,42.048058,NoRidge,2700 NORTHRIDGE CIR,Northridge,North West,1Fam,3.0
771,533130020,-93.646749,42.048253,NoRidge,2920 NORTHRIDGE PKWY,Northridge,North West,1Fam,2.0
772,533130130,-93.651773,42.046825,NoRidge,2406 RIDGETOP CIR,Northridge,North West,1Fam,3.0
773,533130160,-93.652773,42.045773,NoRidge,2424 RIDGETOP CIR,Northridge,North West,1Fam,3.0
